Amount(in rupees),Status,Transaction,Furnishing,facing,overlooking,Ownership,price_clean,area_sqft,floor_num,bathroom_num,balcony_num,car_parking_num,location_grouped,price_per_sqft
42 Lac ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,4200000.0,800.0,2.0,2.0,2.0,1.0,nagpur,5250.0
35 Lac ,Ready to Move,Resale,Unfurnished,,,,3500000.0,600.0,4.0,2.0,0.0,0.0,nagpur,5833.333333333333
46 Lac ,Ready to Move,Resale,Unfurnished,,,,4600000.0,700.0,1.0,2.0,0.0,1.0,nagpur,6571.428571428572
65 Lac ,Ready to Move,Resale,Furnished,East,Main Road,Leasehold,6500000.0,1250.0,2.0,3.0,3.0,0.0,nagpur,5200.0
35 Lac ,Ready to Move,Resale,Semi-Furnished,,,,3500000.0,950.0,4.0,2.0,1.0,0.0,nagpur,3684.2105263157896
70 Lac ,Ready to Move,Resale,Semi-Furnished,,,,7000000.0,1550.0,2.0,3.0,4.0,0.0,nagpur,4516.129032258064
51 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Co-operative Society,5100000.0,900.0,3.0,3.0,3.0,1.0,nagpur,5666.666666666667
1.25 Cr ,Ready to Move,New Property,Unfurnished,South - East,Main Road,Freehold,12500000.0,1350.0,2.0,3.0,3.0,0.0,nagpur,9259.25925925926
70 Lac ,Ready to Move,Resale,Unfurnished,East,,Freehold,7000000.0,1200.0,2.0,2.0,1.0,0.0,nagpur,5833.333333333333
42 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4200000.0,950.0,1.0,2.0,0.0,0.0,nagpur,4421.0526315789475
55 Lac ,Ready to Move,Resale,Unfurnished,,,,5500000.0,1140.0,6.0,2.0,1.0,0.0,nagpur,4824.561403508772
60 Lac ,Ready to Move,New Property,Semi-Furnished,West,Garden/Park,Freehold,6000000.0,939.0,5.0,3.0,1.0,0.0,nagpur,6389.776357827476
49 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,4900000.0,900.0,1.0,2.0,2.0,0.0,nagpur,5444.444444444444
48 Lac ,Ready to Move,Resale,Furnished,East,,Freehold,4800000.0,700.0,2.0,2.0,2.0,4.0,nagpur,6857.142857142857
82 Lac ,,New Property,Unfurnished,East,,Freehold,8200000.0,1225.0,3.0,3.0,2.0,1.0,nagpur,6693.877551020408
81 Lac ,Ready to Move,Resale,Unfurnished,North,,Freehold,8100000.0,1800.0,5.0,2.0,0.0,0.0,nagpur,4500.0
56.5 Lac ,Ready to Move,Resale,Unfurnished,,,,5650000.0,1000.0,2.0,3.0,2.0,0.0,nagpur,5650.0
60 Lac ,Ready to Move,Resale,Semi-Furnished,,,,6000000.0,1100.0,3.0,3.0,3.0,0.0,nagpur,5454.545454545455
52 Lac ,Ready to Move,Resale,Furnished,,,,5200000.0,560.0,7.0,1.0,1.0,0.0,nagpur,9285.714285714286
22.5 Lac ,Ready to Move,Resale,Unfurnished,,,,2250000.0,550.0,1.0,1.0,0.0,0.0,nagpur,4090.909090909091
75 Lac ,Ready to Move,New Property,Semi-Furnished,East,"Garden/Park, Main Road",Freehold,7500000.0,1200.0,6.0,3.0,3.0,1.0,nagpur,6250.0
43 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,4300000.0,800.0,2.0,2.0,2.0,1.0,nagpur,5375.0
44 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,4400000.0,800.0,3.0,2.0,2.0,1.0,nagpur,5500.0
27 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,2700000.0,850.0,3.0,1.0,4.0,0.0,nagpur,3176.470588235294
65 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Main Road",Freehold,6500000.0,950.0,2.0,3.0,2.0,1.0,nagpur,6842.105263157895
32 Lac ,Ready to Move,Resale,Furnished,East,Garden/Park,,3200000.0,750.0,2.0,2.0,2.0,1.0,nagpur,4266.666666666667
22 Lac ,Ready to Move,Resale,Unfurnished,,,Freehold,2200000.0,465.0,2.0,1.0,1.0,0.0,nagpur,4731.182795698925
37 Lac ,Ready to Move,Resale,Furnished,,,,3700000.0,952.0,5.0,2.0,0.0,0.0,nagpur,3886.5546218487393
37 Lac ,Ready to Move,New Property,Unfurnished,North - East,"Garden/Park, Main Road",Freehold,3700000.0,800.0,3.0,2.0,2.0,1.0,nagpur,4625.0
38 Lac ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,3800000.0,800.0,2.0,2.0,2.0,0.0,nagpur,4750.0
37 Lac ,Ready to Move,Resale,Semi-Furnished,East,,,3700000.0,900.0,1.0,1.0,2.0,0.0,nagpur,4111.111111111111
38 Lac ,Ready to Move,New Property,Unfurnished,North,"Garden/Park, Main Road",Freehold,3800000.0,800.0,2.0,2.0,2.0,1.0,nagpur,4750.0
60 Lac ,Ready to Move,Resale,Furnished,North - East,,,6000000.0,1100.0,2.0,2.0,3.0,0.0,nagpur,5454.545454545455
46 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4600000.0,1100.0,4.0,2.0,0.0,0.0,nagpur,4181.818181818182
40.5 Lac ,Ready to Move,New Property,Semi-Furnished,North,Main Road,Freehold,4050000.0,1025.0,3.0,2.0,2.0,0.0,nagpur,3951.2195121951218
85 Lac ,Ready to Move,Resale,Furnished,,,,8500000.0,1450.0,3.0,2.0,0.0,0.0,nagpur,5862.068965517241
85 Lac ,Ready to Move,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Freehold,8500000.0,1100.0,5.0,3.0,3.0,1.0,nagpur,7727.272727272727
55 Lac ,Ready to Move,Resale,Unfurnished,North,,Freehold,5500000.0,1334.0,4.0,2.0,3.0,0.0,nagpur,4122.938530734633
21.2 Lac ,Ready to Move,New Property,Unfurnished,North,Garden/Park,Freehold,2120000.0,600.0,2.0,2.0,2.0,0.0,nagpur,3533.3333333333335
72 Lac ,Ready to Move,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Freehold,7200000.0,1200.0,7.0,3.0,3.0,0.0,nagpur,6000.0
50 Lac ,Ready to Move,Resale,,,,,5000000.0,1100.0,,2.0,0.0,0.0,nagpur,4545.454545454545
70 Lac ,Ready to Move,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Freehold,7000000.0,1200.0,7.0,3.0,3.0,1.0,nagpur,5833.333333333333
85 Lac ,Ready to Move,Resale,Unfurnished,,,,8500000.0,1550.0,4.0,3.0,0.0,0.0,nagpur,5483.870967741936
55.3 Lac ,Ready to Move,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",Freehold,5530000.0,1418.0,5.0,3.0,3.0,1.0,nagpur,3899.8589562764455
43 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,4300000.0,950.0,3.0,2.0,2.0,0.0,nagpur,4526.315789473684
49.4 Lac ,Ready to Move,New Property,Unfurnished,South,Garden/Park,Freehold,4940000.0,1412.0,1.0,3.0,1.0,0.0,nagpur,3498.5835694050993
47.8 Lac ,Ready to Move,New Property,Unfurnished,,,,4780000.0,1062.0,,2.0,0.0,0.0,nagpur,4500.9416195856875
60 Lac ,Ready to Move,Resale,Semi-Furnished,East,Main Road,Co-operative Society,6000000.0,900.0,2.0,2.0,3.0,1.0,nagpur,6666.666666666667
60 Lac ,Ready to Move,Resale,Unfurnished,North,"Main Road, Garden/Park",Freehold,6000000.0,1100.0,2.0,2.0,2.0,0.0,nagpur,5454.545454545455
35 Lac ,Ready to Move,Resale,Unfurnished,North - East,Main Road,Freehold,3500000.0,1050.0,5.0,3.0,0.0,509.0,nagpur,3333.3333333333335
1.20 Cr ,Ready to Move,Resale,Furnished,,,,12000000.0,1746.0,1.0,3.0,2.0,0.0,nagpur,6872.852233676976
78 Lac ,Ready to Move,New Property,Semi-Furnished,North,,Freehold,7800000.0,1000.0,0.0,2.0,2.0,1.0,nagpur,7800.0
38 Lac ,Ready to Move,Resale,Furnished,,,,3800000.0,680.0,3.0,1.0,0.0,0.0,nagpur,5588.235294117647
36 Lac ,Ready to Move,Resale,Unfurnished,,,,3600000.0,900.0,4.0,2.0,1.0,0.0,nagpur,4000.0
48.5 Lac ,Ready to Move,Resale,Semi-Furnished,East,Main Road,Freehold,4850000.0,700.0,2.0,2.0,3.0,1.0,nagpur,6928.571428571428
50 Lac ,Ready to Move,Resale,Furnished,,,,5000000.0,1050.0,3.0,2.0,0.0,1.0,nagpur,4761.9047619047615
46 Lac ,Ready to Move,Resale,Semi-Furnished,East,,,4600000.0,750.0,4.0,2.0,2.0,0.0,nagpur,6133.333333333333
41 Lac ,Ready to Move,Resale,Semi-Furnished,East,Garden/Park,,4100000.0,950.0,1.0,2.0,2.0,0.0,nagpur,4315.789473684211
27 Lac ,Ready to Move,Resale,Unfurnished,North,,Leasehold,2700000.0,512.0,2.0,2.0,1.0,1.0,nagpur,5273.4375
21 Lac ,Ready to Move,Resale,Unfurnished,,,,2100000.0,550.0,3.0,1.0,0.0,0.0,nagpur,3818.181818181818
1.15 Cr ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,11500000.0,1462.0,5.0,3.0,3.0,1.0,nagpur,7865.93707250342
75 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,7500000.0,850.0,3.0,2.0,2.0,1.0,nagpur,8823.529411764706
38 Lac ,Ready to Move,Resale,Unfurnished,,,,3800000.0,1100.0,3.0,2.0,0.0,0.0,nagpur,3454.5454545454545
53.3 Lac ,Ready to Move,New Property,Semi-Furnished,West,Main Road,Freehold,5330000.0,750.0,3.0,2.0,2.0,1.0,nagpur,7106.666666666667
62 Lac ,Ready to Move,Resale,Unfurnished,North - East,"Garden/Park, Main Road",Freehold,6200000.0,850.0,3.0,2.0,2.0,0.0,nagpur,7294.117647058823
56.4 Lac ,Ready to Move,New Property,Furnished,East,"Garden/Park, Pool",Freehold,5640000.0,1248.0,13.0,2.0,2.0,1.0,nagpur,4519.2307692307695
1.12 Cr ,Ready to Move,Resale,Semi-Furnished,East,Main Road,Freehold,11200000.000000002,1365.0,2.0,4.0,3.0,1.0,nagpur,8205.128205128207
48 Lac ,Ready to Move,New Property,Unfurnished,South,Garden/Park,Freehold,4800000.0,650.0,2.0,2.0,2.0,0.0,nagpur,7384.615384615385
50 Lac ,Ready to Move,Resale,Unfurnished,East,"Pool, Garden/Park, Main Road",Power Of Attorney,5000000.0,1300.0,7.0,3.0,3.0,0.0,nagpur,3846.153846153846
25 Lac ,Ready to Move,Resale,Unfurnished,North,Garden/Park,Freehold,2500000.0,695.0,1.0,1.0,1.0,0.0,nagpur,3597.122302158273
75 Lac ,Ready to Move,Resale,Unfurnished,East,Main Road,Freehold,7500000.0,1140.0,3.0,3.0,2.0,0.0,nagpur,6578.9473684210525
35 Lac ,Ready to Move,Resale,Semi-Furnished,West,Garden/Park,Freehold,3500000.0,600.0,5.0,2.0,2.0,0.0,nagpur,5833.333333333333
35 Lac ,Ready to Move,Resale,Furnished,,,,3500000.0,950.0,3.0,2.0,2.0,0.0,nagpur,3684.2105263157896
87 Lac ,Ready to Move,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Freehold,8700000.0,1300.0,3.0,3.0,2.0,1.0,nagpur,6692.307692307692
85 Lac ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,8500000.0,1200.0,1.0,3.0,3.0,1.0,nagpur,7083.333333333333
40 Lac ,Ready to Move,Resale,Unfurnished,,,,4000000.0,1000.0,3.0,2.0,2.0,1.0,nagpur,4000.0
31 Lac ,Ready to Move,Resale,Semi-Furnished,,,,3100000.0,700.0,1.0,1.0,0.0,0.0,nagpur,4428.571428571428
40 Lac ,Ready to Move,Resale,Unfurnished,,,Freehold,4000000.0,968.76,0.0,2.0,1.0,0.0,nagpur,4128.989636236013
50 Lac ,Ready to Move,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Co-operative Society,5000000.0,1000.0,5.0,2.0,2.0,1.0,nagpur,5000.0
2.51 Cr ,Ready to Move,Resale,Unfurnished,North,"Garden/Park, Main Road",Freehold,25099999.999999996,2300.0,5.0,4.0,3.0,0.0,nagpur,10913.043478260868
45 Lac ,Ready to Move,Resale,Semi-Furnished,,"Garden/Park, Main Road",,4500000.0,960.0,1.0,2.0,2.0,0.0,nagpur,4687.5
15 Lac ,Ready to Move,Resale,Unfurnished,East,,Freehold,1500000.0,450.0,0.0,1.0,2.0,4.0,nagpur,3333.3333333333335
46 Lac ,Ready to Move,Resale,Unfurnished,East,Main Road,Freehold,4600000.0,980.0,1.0,2.0,2.0,0.0,nagpur,4693.877551020408
64.7 Lac ,Ready to Move,Resale,,,,,6470000.0,1620.0,4.0,3.0,0.0,0.0,nagpur,3993.8271604938273
39.9 Lac ,Ready to Move,Resale,,,,,3990000.0,1000.0,2.0,1.0,0.0,0.0,nagpur,3990.0
30 Lac ,Ready to Move,Resale,,,,,3000000.0,780.0,1.0,2.0,0.0,0.0,nagpur,3846.153846153846
65 Lac ,Ready to Move,New Property,Semi-Furnished,North - East,Main Road,Freehold,6500000.0,1410.0,3.0,2.0,2.0,1.0,nagpur,4609.929078014185
50 Lac ,Ready to Move,Resale,Furnished,,,,5000000.0,950.0,1.0,2.0,0.0,0.0,nagpur,5263.1578947368425
50 Lac ,Ready to Move,New Property,Semi-Furnished,East,Main Road,Freehold,5000000.0,1250.0,2.0,3.0,3.0,1.0,nagpur,4000.0
50 Lac ,Ready to Move,Resale,Semi-Furnished,East,Main Road,Freehold,5000000.0,1000.0,3.0,2.0,3.0,0.0,nagpur,5000.0
95 Lac ,Ready to Move,New Property,Semi-Furnished,East,Main Road,Freehold,9500000.0,1350.0,2.0,2.0,2.0,1.0,nagpur,7037.037037037037
73 Lac ,Ready to Move,New Property,Semi-Furnished,East,Main Road,Freehold,7300000.0,1100.0,5.0,3.0,3.0,1.0,nagpur,6636.363636363636
70 Lac ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,7000000.0,1100.0,7.0,3.0,3.0,1.0,nagpur,6363.636363636364
51 Lac ,Ready to Move,New Property,Unfurnished,West,Main Road,Freehold,5100000.0,900.0,6.0,2.0,3.0,1.0,nagpur,5666.666666666667
77 Lac ,Ready to Move,Resale,Semi-Furnished,East,Main Road,Leasehold,7700000.0,780.0,1.0,2.0,2.0,0.0,nagpur,9871.794871794871
60 Lac ,Ready to Move,New Property,Semi-Furnished,,"Main Road, Garden/Park",Freehold,6000000.0,1435.0,5.0,3.0,0.0,0.0,nagpur,4181.184668989547
42 Lac ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,4200000.0,750.0,5.0,2.0,2.0,1.0,nagpur,5600.0
55 Lac ,Ready to Move,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Freehold,5500000.0,750.0,2.0,2.0,2.0,0.0,nagpur,7333.333333333333
47.5 Lac ,Ready to Move,New Property,Semi-Furnished,East,Main Road,Freehold,4750000.0,750.0,1.0,2.0,2.0,1.0,nagpur,6333.333333333333
45 Lac ,Ready to Move,Resale,Semi-Furnished,East,Main Road,Freehold,4500000.0,750.0,1.0,1.0,2.0,1.0,nagpur,6000.0
45 Lac ,Ready to Move,Resale,Unfurnished,,,Freehold,4500000.0,603.0,4.0,2.0,2.0,0.0,nagpur,7462.686567164179
33.6 Lac ,Ready to Move,Resale,Semi-Furnished,East,,Freehold,3360000.0,1050.0,1.0,2.0,3.0,0.0,nagpur,3200.0
1.35 Cr ,Ready to Move,New Property,Semi-Furnished,West,"Garden/Park, Main Road",Leasehold,13500000.0,1442.0,4.0,2.0,3.0,1.0,nagpur,9361.997226074896
53 Lac ,Ready to Move,New Property,Unfurnished,West,Main Road,Freehold,5300000.0,1200.0,1.0,3.0,2.0,0.0,nagpur,4416.666666666667
38 Lac ,Ready to Move,Resale,Unfurnished,North,"Garden/Park, Main Road",Freehold,3800000.0,975.0,2.0,2.0,1.0,0.0,nagpur,3897.4358974358975
85 Lac ,Ready to Move,New Property,Unfurnished,North,Main Road,Freehold,8500000.0,1475.0,3.0,3.0,3.0,0.0,nagpur,5762.71186440678
75 Lac ,Ready to Move,Resale,Semi-Furnished,,,,7500000.0,800.0,2.0,2.0,0.0,0.0,nagpur,9375.0
85 Lac ,Ready to Move,Resale,Semi-Furnished,,Main Road,,8500000.0,1330.0,4.0,3.0,2.0,0.0,nagpur,6390.977443609023
56 Lac ,Ready to Move,New Property,Semi-Furnished,East,"Main Road, Garden/Park, Pool",Freehold,5600000.0,955.0,1.0,3.0,2.0,1.0,nagpur,5863.874345549738
36 Lac ,Ready to Move,Resale,Furnished,East,Garden/Park,Freehold,3600000.0,848.0,5.0,2.0,1.0,0.0,nagpur,4245.2830188679245
40 Lac ,Ready to Move,Resale,Unfurnished,,,,4000000.0,960.0,1.0,2.0,0.0,0.0,nagpur,4166.666666666667
22 Lac ,Ready to Move,Resale,Semi-Furnished,North,,,2200000.0,603.0,1.0,1.0,2.0,0.0,nagpur,3648.424543946932
30 Lac ,Ready to Move,New Property,Unfurnished,North,Main Road,Freehold,3000000.0,750.0,4.0,2.0,2.0,0.0,nagpur,4000.0
55 Lac ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,5500000.0,930.0,3.0,2.0,1.0,0.0,nagpur,5913.978494623656
85 Lac ,Ready to Move,New Property,Unfurnished,North,Main Road,Freehold,8500000.0,1550.0,2.0,3.0,3.0,0.0,nagpur,5483.870967741936
1 Cr ,Ready to Move,New Property,Unfurnished,North,Main Road,Freehold,10000000.0,1700.0,3.0,3.0,3.0,0.0,nagpur,5882.35294117647
50 Lac ,Ready to Move,Resale,,,,,5000000.0,1050.0,2.0,2.0,0.0,0.0,nagpur,4761.9047619047615
32 Lac ,Ready to Move,Resale,Unfurnished,West,,Freehold,3200000.0,650.0,3.0,2.0,1.0,0.0,nagpur,4923.076923076923
49 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Pool, Main Road",,4900000.0,1362.0,2.0,3.0,2.0,1.0,nagpur,3597.650513950073
30 Lac ,Ready to Move,Resale,Unfurnished,,,,3000000.0,730.0,2.0,2.0,3.0,0.0,nagpur,4109.58904109589
35 Lac ,Ready to Move,,Semi-Furnished,,,,3500000.0,750.0,2.0,2.0,0.0,0.0,nagpur,4666.666666666667
40 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4000000.0,550.0,3.0,2.0,0.0,0.0,nagpur,7272.727272727273
50 Lac ,Ready to Move,Resale,Furnished,,,,5000000.0,800.0,0.0,2.0,0.0,0.0,nagpur,6250.0
35 Lac ,Ready to Move,Resale,Semi-Furnished,,,,3500000.0,700.0,0.0,1.0,0.0,0.0,nagpur,5000.0
1.25 Cr ,Ready to Move,New Property,Unfurnished,North,Main Road,Freehold,12500000.0,1700.0,2.0,3.0,3.0,0.0,nagpur,7352.941176470588
60 Lac ,Ready to Move,New Property,Unfurnished,North,Main Road,Freehold,6000000.0,1225.0,4.0,2.0,2.0,0.0,nagpur,4897.959183673469
75 Lac ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,7500000.0,1475.0,2.0,3.0,3.0,0.0,nagpur,5084.745762711865
50 Lac ,Ready to Move,Resale,Semi-Furnished,,,,5000000.0,1280.0,3.0,2.0,0.0,0.0,nagpur,3906.25
1.05 Cr ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,10500000.0,1600.0,4.0,2.0,3.0,0.0,nagpur,6562.5
42 Lac ,Ready to Move,Resale,Unfurnished,,,,4200000.0,1139.0,1.0,2.0,0.0,0.0,nagpur,3687.4451273046534
57.1 Lac ,Ready to Move,New Property,Semi-Furnished,East,"Main Road, Garden/Park, Pool",Freehold,5710000.0,955.0,3.0,3.0,2.0,1.0,nagpur,5979.057591623036
48 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4800000.0,750.0,2.0,1.0,0.0,0.0,nagpur,6400.0
36 Lac ,Ready to Move,New Property,Unfurnished,East,Garden/Park,Freehold,3600000.0,750.0,4.0,2.0,2.0,1.0,nagpur,4800.0
57.9 Lac ,Ready to Move,New Property,Semi-Furnished,,Main Road,Freehold,5790000.0,623.0,5.0,2.0,1.0,1.0,nagpur,9293.73996789727
40 Lac ,Ready to Move,Resale,Unfurnished,,Main Road,,4000000.0,400.0,1.0,1.0,0.0,0.0,nagpur,10000.0
38 Lac ,Ready to Move,Resale,Unfurnished,West,Garden/Park,Freehold,3800000.0,700.0,1.0,2.0,2.0,0.0,nagpur,5428.571428571428
61 Lac ,Ready to Move,New Property,Semi-Furnished,East,Main Road,Freehold,6100000.0,1000.0,0.0,2.0,2.0,1.0,nagpur,6100.0
59.8 Lac ,Ready to Move,New Property,Semi-Furnished,,Main Road,Freehold,5980000.0,690.0,4.0,2.0,1.0,1.0,nagpur,8666.666666666666
25 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,2500000.0,750.0,2.0,1.0,1.0,1.0,nagpur,3333.3333333333335
87 Lac ,Ready to Move,Resale,Unfurnished,East,,Freehold,8700000.0,998.0,4.0,3.0,2.0,0.0,nagpur,8717.43486973948
1.60 Cr ,Ready to Move,Resale,Unfurnished,,Main Road,Freehold,16000000.0,1700.0,7.0,3.0,2.0,0.0,nagpur,9411.764705882353
1.10 Cr ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Co-operative Society,11000000.0,1000.0,3.0,3.0,1.0,1.0,nagpur,11000.0
1.30 Cr ,Ready to Move,Resale,Unfurnished,,,,13000000.0,1400.0,2.0,3.0,2.0,0.0,nagpur,9285.714285714286
35 Lac ,Ready to Move,Resale,Unfurnished,,,,3500000.0,914.0,2.0,2.0,2.0,0.0,nagpur,3829.3216630196935
60 Lac ,Ready to Move,Resale,Unfurnished,,,,6000000.0,1300.0,5.0,3.0,3.0,0.0,nagpur,4615.384615384615
55 Lac ,Ready to Move,Resale,Semi-Furnished,North,Main Road,Freehold,5500000.0,600.0,1.0,2.0,0.0,1.0,nagpur,9166.666666666666
62 Lac ,Ready to Move,Resale,Unfurnished,North,Main Road,Freehold,6200000.0,1500.0,2.0,3.0,3.0,0.0,nagpur,4133.333333333333
26.5 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,2650000.0,600.0,2.0,2.0,2.0,1.0,nagpur,4416.666666666667
36 Lac ,Ready to Move,New Property,Semi-Furnished,East,"Garden/Park, Main Road",Freehold,3600000.0,1048.0,4.0,2.0,3.0,1.0,nagpur,3435.114503816794
60.1 Lac ,Ready to Move,New Property,Semi-Furnished,,Main Road,Freehold,6010000.0,693.0,4.0,2.0,1.0,1.0,nagpur,8672.438672438673
1.07 Cr ,Ready to Move,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Freehold,10700000.0,1561.0,13.0,3.0,3.0,0.0,nagpur,6854.580397181294
45 Lac ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,4500000.0,790.0,3.0,2.0,3.0,0.0,nagpur,5696.202531645569
60 Lac ,Ready to Move,Resale,Furnished,West,Main Road,Freehold,6000000.0,950.0,2.0,2.0,1.0,1.0,nagpur,6315.789473684211
55 Lac ,Ready to Move,Resale,Semi-Furnished,,,,5500000.0,900.0,1.0,2.0,0.0,0.0,nagpur,6111.111111111111
45 Lac ,Ready to Move,Resale,Semi-Furnished,,,,4500000.0,1150.0,3.0,2.0,0.0,0.0,nagpur,3913.0434782608695
48 Lac ,Ready to Move,Resale,Unfurnished,North,Main Road,Freehold,4800000.0,1050.0,5.0,2.0,1.0,0.0,nagpur,4571.428571428572
1.40 Cr ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,14000000.0,1350.0,1.0,3.0,3.0,1.0,nagpur,10370.37037037037
55 Lac ,Ready to Move,Resale,Semi-Furnished,East,Main Road,Freehold,5500000.0,801.0,2.0,2.0,2.0,1.0,nagpur,6866.4169787765295
2.25 Cr ,Ready to Move,New Property,Furnished,East,Main Road,Freehold,22500000.0,1800.0,0.0,4.0,4.0,1.0,nagpur,12500.0
28 Lac ,Ready to Move,Resale,Unfurnished,,,,2800000.0,850.0,1.0,2.0,1.0,0.0,nagpur,3294.1176470588234
47 Lac ,Ready to Move,Resale,Unfurnished,East,"Garden/Park, Main Road",Freehold,4700000.0,800.0,4.0,2.0,2.0,1.0,nagpur,5875.0
30 Lac ,Ready to Move,,Unfurnished,,,,3000000.0,860.0,2.0,2.0,0.0,0.0,nagpur,3488.3720930232557
65 Lac ,Ready to Move,New Property,Unfurnished,East,Main Road,Freehold,6500000.0,860.0,2.0,2.0,2.0,1.0,nagpur,7558.139534883721
82 Lac ,Ready to Move,Resale,Furnished,,,,8200000.0,1350.0,3.0,3.0,0.0,0.0,nagpur,6074.074074074074
46 Lac ,Ready to Move,New Property,Semi-Furnished,,,,4600000.0,850.0,2.0,2.0,2.0,0.0,nagpur,5411.764705882353
30 Lac ,Ready to Move,Resale,,,,,3000000.0,600.0,2.0,2.0,0.0,0.0,nagpur,5000.0
62 Lac ,Ready to Move,Resale,,,,,6200000.0,1200.0,1.0,2.0,0.0,0.0,nagpur,5166.666666666667
55 Lac ,Ready to Move,Resale,Semi-Furnished,,,,5500000.0,710.0,2.0,2.0,0.0,0.0,nagpur,7746.478873239436
50 Lac ,Ready to Move,New Property,Semi-Furnished,East,Main Road,Freehold,5000000.0,700.0,2.0,2.0,2.0,1.0,nagpur,7142.857142857143
1.10 Cr ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,11000000.0,1600.0,8.0,3.0,2.0,1.0,nagpur,6875.0
31 Lac ,Ready to Move,Resale,Unfurnished,West,"Garden/Park, Main Road",Freehold,3100000.0,700.0,3.0,2.0,1.0,0.0,nagpur,4428.571428571428
45 Lac ,Ready to Move,Resale,Semi-Furnished,East,,Freehold,4500000.0,750.0,3.0,2.0,3.0,0.0,nagpur,6000.0
70 Lac ,Ready to Move,Resale,Semi-Furnished,,,,7000000.0,1500.0,1.0,2.0,2.0,0.0,nagpur,4666.666666666667
40 Lac ,Ready to Move,Resale,Semi-Furnished,,,Freehold,4000000.0,990.0,3.0,2.0,3.0,0.0,nagpur,4040.40404040404
1.20 Cr ,Ready to Move,Resale,Semi-Furnished,,,,12000000.0,1537.0,1.0,3.0,2.0,0.0,nagpur,7807.417046193884
1.25 Cr ,Ready to Move,Resale,Unfurnished,East,Main Road,Leasehold,12500000.0,1100.0,1.0,3.0,3.0,0.0,nagpur,11363.636363636364
70 Lac ,Ready to Move,Resale,Furnished,,,,7000000.0,1310.0,4.0,2.0,2.0,1.0,nagpur,5343.511450381679
30 Lac ,Ready to Move,Resale,Semi-Furnished,,,,3000000.0,850.0,2.0,2.0,0.0,0.0,nagpur,3529.4117647058824
75 Lac ,Ready to Move,Resale,Semi-Furnished,East,Main Road,Freehold,7500000.0,1100.0,3.0,2.0,2.0,1.0,nagpur,6818.181818181818
62 Lac ,Ready to Move,Resale,Unfurnished,East,Garden/Park,Freehold,6200000.0,800.0,4.0,2.0,2.0,0.0,nagpur,7750.0
80 Lac ,Ready to Move,Resale,Semi-Furnished,North,Main Road,Freehold,8000000.0,1000.0,0.0,2.0,2.0,1.0,nagpur,8000.0
70 Lac ,Ready to Move,New Property,Semi-Furnished,West,"Garden/Park, Main Road",Freehold,7000000.0,1100.0,2.0,3.0,3.0,0.0,nagpur,6363.636363636364
65 Lac ,Ready to Move,Resale,Unfurnished,,,,6500000.0,1430.0,3.0,3.0,2.0,0.0,nagpur,4545.454545454545
42 Lac ,Ready to Move,Resale,Semi-Furnished,West,"Garden/Park, Main Road",Freehold,4200000.0,700.0,2.0,2.0,2.0,1.0,nagpur,6000.0
55 Lac ,Ready to Move,Resale,Semi-Furnished,,,,5500000.0,680.0,0.0,2.0,0.0,0.0,nagpur,8088.235294117647
